zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Pb,As,49,0,0,66,0,3,2,4,3,4,67,21,2,5,1,4,8,16,1,21,13,128,0,23,33,0,128,5,4,0
Pb,Se,8,0,0,14,0,0,0,0,0,0,12,4,1,1,0,0,0,0,0,20,1,0,31,2,0,0,31,17,2,0
Pb,Ag,3,0,0,5,1,0,0,0,0,0,66,4,1,0,0,0,4,4,0,23,1,23,2,75,38,0,75,27,0,0
Pb,Sb,4,0,0,16,0,1,0,1,0,0,93,9,1,1,0,1,7,9,1,20,1,33,0,38,104,0,104,15,0,0
Pb,Ba,4,3,0,7,3,0,0,0,4,0,1,2,4,6,0,0,1,3,1,1,0,0,0,0,0,8,8,0,3,2
Pb,Pb,247,8,35,381,23,13,12,37,53,37,273,103,18,41,10,27,44,87,6,141,37,128,31,75,104,8,613,92,40,11
Pb,Bi,5,0,0,6,0,0,0,0,0,2,74,3,0,0,0,1,0,6,1,44,0,5,17,27,15,0,92,92,2,0
Pb,U,33,0,1,40,1,3,1,1,2,7,0,0,3,4,5,2,2,7,0,1,2,4,2,0,0,3,40,2,40,4
Pb,REE,5,2,3,11,2,1,0,0,2,0,0,1,2,2,6,1,4,6,0,1,2,0,0,0,0,2,11,0,4,11
Bi,H,44,0,0,43,0,1,1,1,1,11,4,2,1,2,0,5,0,11,1,8,0,14,1,0,0,0,5,44,7,0
Bi,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,C,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bi,O,43,0,3,83,3,5,1,1,3,12,11,6,2,4,0,8,0,12,2,12,0,18,2,0,1,0,6,83,7,0
Bi,F,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Bi,Na,1,0,0,5,1,5,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Bi,Mg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Bi,Al,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Si,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Bi,P,11,0,0,12,0,0,0,1,0,12,0,1,0,1,0,0,0,4,0,2,0,1,0,0,0,0,2,12,3,0
Bi,S,4,0,0,11,0,3,0,0,0,0,125,5,2,0,0,0,1,8,6,48,0,5,12,32,18,0,74,125,0,0
Bi,Cl,2,0,0,6,0,1,0,0,0,1,5,11,1,1,0,0,0,2,0,3,0,2,1,0,0,0,3,11,0,0
Bi,K,1,0,0,2,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
Bi,Ca,2,0,2,4,1,0,0,0,0,1,0,1,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0,4,0,0
Bi,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,V,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,8,0,0
Bi,Mn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Fe,11,0,0,12,0,0,1,0,1,4,8,2,1,2,0,0,0,19,0,9,0,5,0,2,3,0,6,19,0,0
Bi,Ni,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,3,0,0,2,0,1,9,0,0
Bi,Cu,8,0,0,12,0,1,0,0,0,2,48,3,1,2,0,2,0,9,1,67,0,3,16,14,8,0,44,67,0,0
Bi,Zn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,As,14,0,0,18,0,0,1,0,0,1,5,2,0,1,0,0,0,5,3,3,0,24,0,0,1,0,5,24,4,0
Bi,Se,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,16,0,0,32,3,0,0,17,32,0,0
Bi,Ag,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,14,0,0,3,38,8,0,27,38,0,0
Bi,Sb,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,3,2,8,0,1,0,8,21,0,15,21,0,0
Bi,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,Pb,5,0,0,6,0,0,0,0,0,2,74,3,0,0,0,1,0,6,1,44,0,5,17,27,15,0,92,92,2,0
Bi,Bi,44,0,3,83,4,5,1,1,3,12,125,11,2,4,0,8,1,19,9,67,0,24,32,38,21,0,92,242,7,0
Bi,U,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
Bi,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,283,1,41,283,10,36,26,23,21,52,62,2,29,61,10,21,6,20,4,18,6,36,8,0,0,15,33,7,283,19
U,B,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U,C,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
U,O,283,1,44,311,12,41,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
U,F,10,0,2,12,12,3,2,5,0,1,3,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0,1,0,12,2
U,Na,36,0,7,41,3,41,2,1,3,2,21,1,5,10,2,1,1,2,0,0,0,1,1,0,0,0,3,0,41,1
U,Mg,26,0,8,26,2,2,26,1,2,3,6,0,1,5,0,0,0,2,0,1,0,4,0,0,0,0,1,0,26,1
U,Al,23,1,1,23,5,1,1,23,1,14,5,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,1,0,23,1
U,Si,21,1,2,23,0,3,2,1,23,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0,0,1,2,0,23,3
U,P,52,0,0,53,1,2,3,14,0,53,3,0,3,11,0,1,2,6,0,3,0,2,0,0,0,3,7,3,53,3
U,S,62,0,2,62,3,21,6,5,0,3,62,1,9,3,0,2,2,7,1,2,2,0,0,0,0,0,0,0,62,2
U,Cl,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
U,K,29,0,4,31,0,5,1,0,3,3,9,0,31,8,0,4,1,1,0,0,0,2,0,0,0,1,3,0,31,0
U,Ca,61,1,25,69,4,10,5,1,8,11,3,0,8,69,5,3,0,4,0,3,1,3,1,0,0,3,4,0,69,5
U,Ti,10,0,0,18,2,2,0,0,0,0,0,0,0,5,18,4,3,10,0,0,2,0,0,0,0,0,5,0,18,11
U,V,21,0,0,21,2,1,0,2,0,1,2,0,4,3,4,21,3,4,0,1,1,0,0,0,0,1,2,0,21,4
U,Mn,6,0,0,7,0,1,0,0,0,2,2,0,1,0,3,3,7,3,0,0,1,0,0,0,0,0,2,0,7,3
U,Fe,20,0,0,28,2,2,2,2,0,6,7,0,1,4,10,4,3,28,0,0,2,2,0,0,0,1,7,0,28,9
U,Ni,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0
U,Cu,18,0,4,18,0,0,1,0,1,3,2,0,0,3,0,1,0,0,0,18,0,2,3,0,0,0,1,0,18,1
U,Zn,6,0,1,6,0,0,0,0,0,0,2,0,0,1,2,1,1,2,0,0,6,1,0,0,0,0,2,0,6,1
U,As,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
U,Se,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
U,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Ba,15,0,0,15,0,0,0,0,1,3,0,0,1,3,0,1,0,1,0,0,0,2,1,0,0,15,3,0,15,0
U,Pb,33,0,1,40,1,3,1,1,2,7,0,0,3,4,5,2,2,7,0,1,2,4,2,0,0,3,40,2,40,4
U,Bi,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
U,U,283,1,44,311,12,41,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
U,REE,19,0,7,25,2,1,1,1,3,3,2,0,0,5,11,4,3,9,0,1,1,0,0,0,0,0,4,0,25,25
REE,H,219,11,58,219,35,50,16,57,104,28,13,5,9,95,37,7,26,49,0,11,4,14,0,0,0,16,5,0,19,219
REE,B,11,26,1,26,12,5,1,7,23,3,0,1,2,18,2,0,4,8,0,0,0,3,0,0,0,4,2,0,0,26
REE,C,58,1,96,96,28,33,2,5,16,5,6,3,2,34,3,0,5,3,0,4,0,0,0,0,0,15,3,0,7,96
REE,O,219,26,96,386,84,95,28,70,180,47,15,8,16,156,68,11,44,86,0,13,7,22,0,0,0,31,11,0,25,386
REE,F,35,12,28,84,90,36,7,12,42,10,5,5,3,45,15,2,7,12,0,0,2,3,0,0,0,18,2,0,2,90
REE,Na,50,5,33,95,36,98,3,2,53,14,5,5,9,44,22,0,16,15,0,1,5,2,0,0,0,19,1,0,1,98
REE,Mg,16,1,2,28,7,3,28,11,20,2,0,1,0,19,6,0,4,9,0,0,2,2,0,0,0,1,0,0,1,28
REE,Al,57,7,5,70,12,2,11,70,50,6,6,0,0,43,6,3,12,26,0,0,0,4,0,0,0,0,0,0,1,70
REE,Si,104,23,16,180,42,53,20,50,180,8,2,4,14,100,37,3,34,62,0,1,4,5,0,0,0,13,2,0,3,180
REE,P,28,3,5,47,10,14,2,6,8,47,2,1,0,14,2,0,4,4,0,3,0,0,0,0,0,4,0,0,3,47
REE,S,13,0,6,15,5,5,0,6,2,2,15,2,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,15
REE,Cl,5,1,3,8,5,5,1,0,4,1,2,8,1,4,1,0,3,2,0,1,0,0,0,0,0,3,1,0,0,8
REE,K,9,2,2,16,3,9,0,0,14,0,0,1,16,10,4,0,1,1,0,0,0,0,0,0,0,6,2,0,0,16
REE,Ca,95,18,34,156,45,44,19,43,100,14,5,4,10,158,26,1,19,43,0,3,2,6,0,0,0,10,2,0,5,158
REE,Ti,37,2,3,68,15,22,6,6,37,2,0,1,4,26,68,4,9,33,0,0,4,1,0,0,0,10,6,0,11,68
REE,V,7,0,0,11,2,0,0,3,3,0,0,0,0,1,4,11,3,5,0,0,1,0,0,0,0,0,1,0,4,11
REE,Mn,26,4,5,44,7,16,4,12,34,4,1,3,1,19,9,3,44,20,0,1,4,4,0,0,0,1,4,0,3,44
REE,Fe,49,8,3,86,12,15,9,26,62,4,0,2,1,43,33,5,20,86,0,1,3,5,0,0,0,4,6,0,9,86
REE,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Cu,11,0,4,13,0,1,0,0,1,3,1,1,0,3,0,0,1,1,0,13,0,4,0,0,0,0,1,0,1,13
REE,Zn,4,0,0,7,2,5,2,0,4,0,0,0,0,2,4,1,4,3,0,0,7,0,0,0,0,2,2,0,1,7
REE,As,14,3,0,22,3,2,2,4,5,0,0,0,0,6,1,0,4,5,0,4,0,22,0,0,0,0,0,0,0,22
REE,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ba,16,4,15,31,18,19,1,0,13,4,1,3,6,10,10,0,1,4,0,0,2,0,0,0,0,31,2,0,0,31
REE,Pb,5,2,3,11,2,1,0,0,2,0,0,1,2,2,6,1,4,6,0,1,2,0,0,0,0,2,11,0,4,11
REE,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,U,19,0,7,25,2,1,1,1,3,3,2,0,0,5,11,4,3,9,0,1,1,0,0,0,0,0,4,0,25,25
REE,REE,219,26,96,386,90,98,28,70,180,47,15,8,16,158,68,11,44,86,0,13,7,22,0,0,0,31,11,0,25,393
