zaxis,yaxis,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Nd,Sm,Gd,Dy,Er,Yb,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
H,H,3233,51,66,193,331,128,3209,141,642,473,817,1023,524,534,211,286,918,8,145,181,40,407,662,35,64,359,210,4,10,397,26,3,1,77,54,70,54,49,0,0,0,3,12,2,21,32,53,12,12,134,29,77,19,1,1,0,0,1,0,5,22,0,0,0,0,0,11,7,230,42,15,272
H,Li,51,51,4,8,2,0,51,4,19,6,25,39,9,1,1,6,8,0,6,0,0,4,11,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Be,66,4,66,3,1,0,66,1,13,4,8,31,27,0,0,4,34,0,0,0,0,9,9,0,0,0,3,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
H,B,193,8,3,193,13,3,192,10,50,55,52,73,3,8,24,9,89,0,3,3,4,15,18,0,0,4,0,0,0,2,0,0,1,9,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
H,C,331,2,1,13,331,23,317,12,65,55,50,46,17,30,19,11,97,0,2,6,5,17,22,4,12,36,15,0,1,4,0,0,0,12,27,9,4,0,0,0,0,0,0,0,0,0,2,0,0,12,7,16,8,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,28,0,2,41
H,N,128,0,0,3,23,128,118,5,23,13,22,10,18,48,23,6,8,0,0,8,0,2,18,1,4,10,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,12
H,O,3209,51,66,192,317,118,3209,138,642,473,817,1021,524,534,205,286,918,8,145,180,40,407,662,35,63,358,210,4,10,397,26,3,1,77,54,70,54,49,0,0,0,3,12,2,20,32,53,12,12,134,29,77,19,1,1,0,0,1,0,5,22,0,0,0,0,0,10,7,229,41,15,272
H,F,141,4,1,10,12,5,138,141,54,22,79,58,30,24,8,14,58,0,18,2,2,14,15,0,0,6,1,0,0,3,0,1,0,6,5,3,4,0,0,0,0,0,1,0,0,0,0,0,2,16,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8
H,Na,642,19,13,50,65,23,642,54,642,106,182,355,89,102,38,81,186,1,81,28,7,81,129,3,2,16,11,0,0,36,2,0,0,23,18,55,26,6,0,0,0,0,0,0,2,4,0,3,4,42,3,17,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,2,33
H,Mg,473,6,4,55,55,13,473,22,106,473,147,161,86,61,28,50,131,3,11,24,11,42,78,0,2,16,16,0,0,40,1,0,0,4,1,2,4,4,0,0,0,0,0,0,2,2,9,3,0,11,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,24
H,Al,817,25,8,52,50,22,817,79,182,147,817,401,169,135,33,81,269,0,9,31,4,70,136,1,6,39,23,0,3,42,4,0,0,30,13,1,1,3,0,0,0,0,1,0,2,5,1,0,2,34,14,25,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,27,1,2,21
H,Si,1023,39,31,73,46,10,1021,58,355,161,401,1023,15,36,35,161,423,4,116,27,13,185,215,1,7,29,32,0,1,17,1,0,0,30,21,58,32,0,0,0,0,0,0,0,8,2,0,0,8,76,15,47,5,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,33,1,4,20
H,P,524,9,27,3,17,18,524,30,89,86,169,15,524,21,1,32,134,3,9,14,2,98,176,1,2,40,44,1,0,9,0,0,0,15,6,9,4,6,0,0,0,0,2,0,0,0,0,0,1,32,3,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,11,5,51
H,S,534,1,0,8,30,48,534,24,102,61,135,36,21,534,29,53,85,0,2,12,6,24,122,12,15,87,48,1,4,21,3,0,0,5,6,1,1,5,0,0,0,1,8,0,1,10,9,1,0,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,54,4,0,61
H,Cl,211,1,0,24,19,23,205,8,38,28,33,35,1,29,211,25,53,0,2,3,3,17,31,2,5,61,9,0,0,14,2,0,0,2,2,9,2,0,0,0,0,2,0,0,2,3,7,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,39,1,0,2
H,K,286,6,4,9,11,6,286,14,81,50,81,161,32,53,25,286,75,0,30,10,3,28,71,0,1,16,7,0,0,12,1,0,0,4,2,9,12,4,0,0,0,1,1,0,0,2,0,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,27
H,Ca,918,8,34,89,97,8,918,58,186,131,269,423,134,85,53,75,918,5,32,55,11,111,171,4,4,50,30,0,2,112,3,0,0,20,18,30,17,9,0,0,0,0,0,0,7,5,6,3,4,18,10,28,5,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,13,1,3,54
H,Sc,8,0,0,0,0,0,8,0,1,3,0,4,3,0,0,0,5,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ti,145,6,0,3,2,0,145,18,81,11,9,116,9,2,2,30,32,0,145,4,1,22,36,0,0,2,8,0,0,5,0,0,0,8,2,1,7,0,0,0,0,0,0,0,0,2,0,0,2,36,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
H,V,181,0,0,3,6,8,180,2,28,24,31,27,14,12,3,10,55,0,4,181,2,22,16,1,2,11,5,0,0,10,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,14,5,0,16
H,Cr,40,0,0,4,5,0,40,2,7,11,4,13,2,6,3,3,11,0,1,2,40,1,2,0,0,4,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
H,Mn,407,4,9,15,17,2,407,14,81,42,70,185,98,24,17,28,111,0,22,22,1,407,78,0,2,7,31,0,0,66,0,0,0,9,0,17,18,1,0,0,0,0,0,0,4,2,3,0,1,21,5,11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,4
H,Fe,662,11,9,18,22,18,662,15,129,78,136,215,176,122,31,71,171,1,36,16,2,78,662,2,6,22,40,0,5,86,1,0,0,10,1,17,9,18,0,0,0,1,0,0,4,6,16,0,1,32,11,20,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,36,7,1,13
H,Co,35,0,0,0,4,1,35,0,3,0,1,1,1,12,2,0,4,0,0,1,0,0,2,35,3,4,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4
H,Ni,64,0,0,0,12,4,63,0,2,2,6,7,2,15,5,1,4,0,0,2,0,2,6,3,64,4,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4
H,Cu,359,1,0,4,36,10,358,6,16,16,39,29,40,87,61,16,50,0,2,11,4,7,22,4,4,359,25,0,0,94,12,1,0,0,3,0,0,9,0,0,0,2,8,0,1,5,29,4,0,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59,8,0,18
H,Zn,210,0,3,0,15,1,210,1,11,16,23,32,44,48,9,7,30,0,8,5,3,31,40,0,1,25,210,0,0,54,0,0,0,1,0,0,2,0,0,0,0,1,2,0,2,3,5,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,4
H,Ga,4,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Ge,10,0,0,0,1,0,10,0,0,0,3,1,0,4,0,0,2,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
H,As,397,0,3,2,4,5,397,3,36,40,42,17,9,21,14,12,112,1,5,10,2,66,86,14,11,94,54,1,0,397,0,1,0,6,1,0,0,11,0,0,0,0,3,1,0,9,2,1,1,9,4,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,48,12,0,36
H,Se,26,0,0,0,0,0,26,0,2,1,4,1,0,3,2,1,3,0,0,0,0,0,1,1,1,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,8
H,Br,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H,Rb,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sr,77,1,0,9,12,0,77,6,23,4,30,30,15,5,2,4,20,0,8,5,2,9,10,0,0,0,1,0,0,6,0,0,0,77,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
H,Y,54,1,1,2,27,0,54,5,18,1,13,21,6,6,2,2,18,0,2,1,0,0,1,0,0,3,0,0,0,1,0,0,0,3,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
H,Zr,70,1,3,2,9,0,70,3,55,2,1,58,9,1,9,9,30,0,1,1,0,17,17,0,0,0,0,0,0,0,0,0,0,6,2,70,10,1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
H,Nb,54,0,0,0,4,0,54,4,26,4,1,32,4,1,2,12,17,0,7,1,0,18,9,0,0,0,2,0,0,0,0,0,0,1,0,10,54,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
H,Mo,49,0,0,0,0,1,49,0,6,4,3,0,6,5,0,4,9,0,0,0,0,1,18,0,0,9,0,0,0,11,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9
H,Ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Rh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ag,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Cd,12,0,0,0,0,0,12,1,0,0,1,0,2,8,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,In,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sn,21,0,2,1,0,1,20,0,2,2,2,8,0,1,2,0,7,1,0,0,0,4,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sb,32,0,0,0,0,0,32,0,4,2,5,2,0,10,3,2,5,0,2,0,0,2,6,0,2,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
H,Te,53,0,0,0,2,0,53,0,0,9,1,0,0,9,7,0,6,0,0,0,1,3,16,0,2,29,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0
H,I,12,0,0,0,0,1,12,0,3,3,0,0,0,1,3,2,3,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
H,Cs,12,0,1,1,0,0,12,2,4,0,2,8,1,0,0,1,4,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Ba,134,2,3,4,12,0,134,16,42,11,34,76,32,5,9,8,18,1,36,11,0,21,32,0,0,1,2,0,0,9,1,0,0,3,3,3,7,1,0,0,0,0,0,0,0,0,0,0,0,134,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,13
H,La,29,0,0,0,7,0,29,0,3,1,14,15,3,0,0,0,10,0,1,1,0,5,11,0,0,2,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
H,Ce,77,0,2,5,16,0,77,8,17,10,25,47,8,4,1,1,28,0,13,1,0,11,20,0,0,4,1,0,0,6,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,7,0,77,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
H,Nd,19,0,1,0,8,0,19,1,1,0,3,5,3,2,0,0,5,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
H,Sm,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Gd,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Dy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Yb,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ta,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
H,W,22,0,0,0,1,0,22,0,5,1,2,3,1,0,0,0,7,0,0,1,0,3,5,0,0,1,1,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,1
H,Re,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hg,11,0,0,0,3,4,10,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
H,Tl,7,0,0,0,0,0,7,0,0,0,1,0,0,4,2,2,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
H,Pb,230,0,1,5,28,3,229,6,3,7,27,33,27,54,39,3,13,0,1,14,12,19,36,2,1,59,26,2,4,48,8,0,0,0,0,1,1,1,0,0,0,2,0,0,0,4,14,3,0,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,230,4,0,28
H,Bi,42,0,0,0,0,2,41,0,1,1,1,1,11,4,1,0,1,0,0,5,1,0,7,1,1,8,0,0,0,12,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,7
H,Th,15,0,0,1,2,0,15,2,2,0,2,4,5,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2
H,U,272,1,0,0,41,12,272,8,33,24,21,20,51,61,2,27,54,0,2,16,0,4,13,4,4,18,4,0,0,36,8,0,0,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,1,13,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,7,2,272
Li,H,51,51,4,8,2,0,51,4,19,6,25,39,9,1,1,6,8,0,6,0,0,4,11,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Li,51,112,9,8,4,0,108,30,43,14,45,82,18,1,1,29,16,0,16,2,0,13,19,0,0,1,2,0,0,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Li,Be,4,9,9,0,0,0,9,1,3,0,3,6,3,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,B,8,8,0,8,0,0,8,2,4,0,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,C,2,4,0,0,4,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,O,51,108,9,8,4,0,108,26,41,14,42,82,18,1,1,29,15,0,16,2,0,13,19,0,0,1,2,0,0,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Li,F,4,30,1,2,1,0,26,30,11,5,14,22,3,0,0,9,9,0,6,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Na,19,43,3,4,2,0,41,11,43,9,12,32,7,1,0,12,4,0,9,1,0,7,12,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Mg,6,14,0,0,0,0,14,5,9,14,3,12,1,0,0,3,1,0,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Al,25,45,3,7,1,0,42,14,12,3,45,33,6,0,1,6,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Si,39,82,6,8,0,0,82,22,32,12,33,82,0,0,0,27,11,0,16,2,0,11,16,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,P,9,18,3,0,2,0,18,3,7,1,6,0,18,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,S,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Cl,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,K,6,29,2,0,0,0,29,9,12,3,6,27,1,1,0,29,5,0,9,2,0,5,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Ca,8,16,4,1,0,0,15,9,4,1,5,11,3,0,0,5,16,0,5,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Ti,6,16,1,0,0,0,16,6,9,2,0,16,0,0,0,9,5,0,16,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
