zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Zn,C,15,0,17,17,0,0,2,1,0,1,2,0,0,3,0,0,1,2,0,0,17,0,0,0,0,0,0,0,1,0
Zn,O,210,1,17,258,2,18,16,24,47,45,55,13,16,37,11,6,37,43,1,29,258,60,3,1,5,3,34,0,4,5
Zn,F,1,0,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
Zn,Na,11,0,0,18,1,18,0,1,11,0,4,1,3,1,6,0,2,0,0,1,18,2,0,0,0,2,0,0,0,4
Zn,Mg,16,0,2,16,0,0,16,1,1,4,3,0,0,2,0,0,8,6,0,1,16,1,0,0,1,0,0,0,0,0
Zn,Al,23,0,1,24,0,1,1,24,4,4,7,0,3,1,0,2,2,2,0,0,24,1,0,0,1,0,0,0,0,0
Zn,Si,32,0,0,47,1,11,1,4,47,0,4,0,9,10,7,1,11,3,0,1,47,4,0,0,1,3,5,0,0,4
Zn,P,44,0,1,45,0,0,4,4,0,45,1,0,0,10,0,0,10,17,0,6,45,3,0,0,0,0,5,0,0,0
Zn,S,48,0,2,55,0,4,3,7,4,1,74,4,3,2,0,0,3,9,0,18,74,6,0,7,4,0,10,0,2,0
Zn,Cl,9,1,0,13,0,1,0,0,0,0,4,15,6,1,0,0,0,0,0,5,15,0,2,1,0,0,2,0,0,0
Zn,K,7,1,0,16,0,3,0,3,9,0,3,6,18,3,2,0,2,2,0,1,18,1,1,0,0,0,1,0,0,0
Zn,Ca,30,0,3,37,0,1,2,1,10,10,2,1,3,37,0,0,5,8,0,1,37,10,0,0,0,0,1,0,1,0
Zn,Ti,8,0,0,11,2,6,0,0,7,0,0,0,2,0,11,0,2,0,0,0,11,0,0,0,0,2,1,0,0,2
Zn,V,5,0,0,6,0,0,0,2,1,0,0,0,0,0,0,6,0,0,1,0,6,0,0,0,0,0,2,0,0,0
Zn,Mn,31,0,1,37,0,2,8,2,11,10,3,0,2,5,2,0,37,13,0,0,37,7,0,0,1,0,3,0,0,0
Zn,Fe,40,0,2,43,0,0,6,2,3,17,9,0,2,8,0,0,13,44,0,1,44,10,0,0,1,0,4,0,0,0
Zn,Ni,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zn,Cu,25,0,0,29,0,1,1,0,1,6,18,5,1,1,0,0,0,1,0,45,45,17,3,4,4,0,5,0,0,0
Zn,Zn,210,1,17,258,2,18,16,24,47,45,74,15,18,37,11,6,37,44,1,45,286,67,6,8,10,3,34,0,4,5
Zn,As,54,0,0,60,0,2,1,1,4,3,6,0,1,10,0,0,7,10,0,17,67,67,1,3,1,0,12,0,1,0
Zn,Se,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,6,1,6,0,1,0,1,0,0,0
Zn,Ag,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,8,3,0,8,3,0,1,0,0,0
Zn,Sb,3,0,0,5,0,0,1,1,1,0,4,0,0,0,0,0,1,1,0,4,10,1,1,3,10,0,1,0,0,0
Zn,Ba,2,0,0,3,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2
Zn,Pb,26,0,0,34,0,0,0,0,5,5,10,2,1,1,1,2,3,4,0,5,34,12,1,1,1,0,34,0,0,0
Zn,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zn,U,4,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0
Zn,REE,1,0,0,5,2,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,5
As,H,397,2,4,397,3,36,40,42,17,9,21,14,12,112,5,10,66,86,11,94,54,397,0,0,9,9,48,12,36,14
As,B,2,6,0,6,2,0,2,2,3,0,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2
As,C,4,0,4,4,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0
As,O,397,6,4,515,16,70,56,54,24,10,23,37,27,140,11,12,76,111,17,123,60,515,0,1,14,11,62,18,36,21
As,F,3,2,0,16,16,8,6,4,2,0,0,3,0,7,2,1,0,3,0,3,0,16,0,0,0,1,0,0,2,1
As,Na,36,0,0,70,8,70,23,8,2,3,1,11,5,28,3,2,11,21,0,17,2,70,0,0,1,0,2,0,1,0
As,Mg,40,2,0,56,6,23,56,4,4,0,0,3,1,27,0,2,6,7,0,5,1,56,0,0,0,0,1,1,4,1
As,Al,42,2,0,54,4,8,4,54,3,1,7,0,7,10,0,0,1,0,0,14,1,54,0,0,0,3,4,0,3,3
As,Si,17,3,0,24,2,2,4,3,24,0,1,2,0,5,1,1,17,5,0,2,4,24,0,0,1,0,2,0,0,4
As,P,9,0,0,10,0,3,0,1,0,10,0,0,0,3,0,0,1,2,0,4,3,10,0,0,0,0,3,1,2,0
As,S,21,0,1,23,0,1,0,7,1,0,181,3,2,1,0,1,7,19,6,47,6,181,0,48,43,1,60,3,0,0
As,Cl,14,0,0,37,3,11,3,0,2,0,3,40,3,10,1,1,3,3,0,14,0,40,0,1,1,1,16,0,0,0
As,K,12,0,0,27,0,5,1,7,0,0,2,3,27,3,2,0,0,6,0,10,1,27,0,0,1,0,0,0,2,0
As,Ca,112,5,2,140,7,28,27,10,5,3,1,10,3,140,2,7,19,24,3,22,10,140,0,0,4,1,3,0,3,5
As,Ti,5,0,0,11,2,3,0,0,1,0,0,1,2,2,11,2,1,2,0,2,0,11,0,0,1,1,0,0,0,0
As,V,10,0,0,12,1,2,2,0,1,0,1,1,0,7,2,13,2,0,0,2,0,13,0,0,0,1,1,0,0,0
As,Mn,66,0,2,76,0,11,6,1,17,1,7,3,0,19,1,2,83,9,0,5,7,83,0,3,7,1,7,0,0,4
As,Fe,86,1,0,111,3,21,7,0,5,2,19,3,6,24,2,0,9,128,1,21,10,128,0,3,3,3,14,4,2,3
As,Ni,11,0,0,17,0,0,0,0,0,0,6,0,0,3,0,0,0,1,38,2,0,38,1,0,1,0,1,3,3,0
As,Cu,94,0,2,123,3,17,5,14,2,4,47,14,10,22,2,2,5,21,2,172,17,172,3,11,5,0,18,3,2,4
As,Zn,54,0,0,60,0,2,1,1,4,3,6,0,1,10,0,0,7,10,0,17,67,67,1,3,1,0,12,0,1,0
As,As,397,6,4,515,16,70,56,54,24,10,181,40,27,140,11,13,83,128,38,172,67,734,6,51,59,11,117,21,36,21
As,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,6,0,0,0,0,0,0,0
As,Ag,0,0,0,1,0,0,0,0,0,0,48,1,0,0,0,0,3,3,0,11,3,51,0,51,15,0,19,0,0,0
As,Sb,9,0,0,14,0,1,0,0,1,0,43,1,1,4,1,0,7,3,1,5,1,59,0,15,59,0,27,1,0,0
As,Ba,9,0,0,11,1,0,0,3,0,0,1,1,0,1,1,1,1,3,0,0,0,11,0,0,0,11,0,0,2,0
As,Pb,48,0,0,62,0,2,1,4,2,3,60,16,0,3,0,1,7,14,1,18,12,117,0,19,27,0,117,3,4,0
As,Bi,12,0,0,18,0,0,1,0,0,1,3,0,0,0,0,0,0,4,3,3,0,21,0,0,1,0,3,21,4,0
As,U,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
As,REE,14,2,0,21,1,0,1,3,4,0,0,0,0,5,0,0,4,3,0,4,0,21,0,0,0,0,0,0,0,21
Se,H,26,0,0,26,0,2,1,4,1,0,3,2,1,3,0,0,0,1,1,12,0,0,26,0,0,1,8,1,8,0
Se,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,O,26,0,0,42,0,3,1,4,1,0,4,13,3,3,0,0,0,1,1,22,3,0,42,0,0,1,14,2,8,0
Se,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Na,2,0,0,3,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
Se,Mg,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Se,Al,4,0,0,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Se,Si,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Se,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,S,3,0,0,4,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,5,0,0,9,2,1,0,5,3,0,0
Se,Cl,2,0,0,13,0,1,0,1,0,0,0,13,2,0,0,0,0,0,0,11,2,0,13,0,0,0,4,1,0,0
Se,K,1,0,0,3,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0
Se,Ca,3,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0
Se,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Mn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Fe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,6,0,1,0,0,0,0,0
Se,Ni,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,10,0,0,0,0,0,0,0
Se,Cu,12,0,0,22,0,1,0,1,0,0,5,11,2,1,0,0,0,2,1,65,3,3,65,4,10,0,16,12,3,0
Se,Zn,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,6,1,6,0,1,0,1,0,0,0
Se,As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,6,0,0,0,0,0,0,0
Se,Se,26,0,0,42,0,3,1,4,1,0,9,13,3,3,0,0,0,6,10,65,6,6,143,12,13,1,25,25,8,0
Se,Ag,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,12,12,2,0,2,3,0,0
Se,Sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,0,13,2,13,0,0,0,0,0
Se,Ba,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Se,Pb,8,0,0,14,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,16,1,0,25,2,0,0,25,10,2,0
Se,Bi,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,12,0,0,25,3,0,0,10,25,0,0
Se,U,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
Se,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,H,3,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,1,0,0,3,0,0,2,0,0,0
Ag,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,O,3,0,0,6,0,0,0,0,0,0,2,3,1,0,0,1,0,1,0,2,1,1,0,6,1,0,3,0,0,0
Ag,F,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ag,Na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,S,1,0,0,2,0,0,0,0,0,0,152,3,0,0,0,0,7,17,0,36,7,48,2,152,60,0,57,28,0,0
Ag,Cl,2,0,0,3,1,0,0,0,0,0,3,8,1,0,0,0,0,0,0,2,1,1,0,8,0,0,3,0,0,0
Ag,K,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Ag,Ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,V,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ag,Mn,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,3,0,7,5,0,4,0,0,0
Ag,Fe,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,17,0,3,0,3,0,17,5,0,2,0,0,0
Ag,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Cu,2,0,0,2,0,0,0,0,0,0,36,2,1,0,0,0,0,3,0,44,4,11,4,44,12,0,14,11,0,0
Ag,Zn,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,8,3,0,8,3,0,1,0,0,0
Ag,As,0,0,0,1,0,0,0,0,0,0,48,1,0,0,0,0,3,3,0,11,3,51,0,51,15,0,19,0,0,0
Ag,Se,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,12,12,2,0,2,3,0,0
Ag,Ag,3,0,0,6,1,0,0,0,0,0,152,8,1,0,0,1,7,17,0,44,8,51,12,196,64,0,63,32,0,0
Ag,Sb,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,0,5,5,0,12,3,15,2,64,64,0,33,5,0,0
Ag,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Pb,2,0,0,3,1,0,0,0,0,0,57,3,1,0,0,0,4,2,0,14,1,19,2,63,33,0,63,21,0,0
Ag,Bi,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0,3,32,5,0,21,32,0,0
Ag,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,H,32,0,0,32,0,4,2,5,2,0,10,3,2,5,2,0,2,6,2,5,3,9,0,0,32,0,4,0,0,0
Sb,B,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
Sb,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,O,32,2,0,91,1,6,6,8,8,0,20,8,2,16,3,1,16,18,3,6,5,14,0,1,91,0,14,1,0,0
Sb,F,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sb,Na,4,0,0,6,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0
Sb,Mg,2,1,0,6,0,0,6,1,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,6,0,0,0,0,0
Sb,Al,5,0,0,8,0,0,1,8,2,0,2,1,0,2,0,0,1,1,0,3,1,0,0,0,8,0,1,0,0,0
Sb,Si,2,0,0,8,0,0,1,2,8,0,0,0,0,1,0,0,6,2,0,0,1,1,0,0,8,0,0,0,0,0
Sb,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,S,10,0,0,20,0,2,0,2,0,0,175,6,2,2,0,2,11,15,7,42,4,43,1,60,175,0,85,9,0,0
Sb,Cl,3,0,0,8,0,0,0,1,0,0,6,11,0,1,0,0,0,0,0,3,0,1,0,0,11,0,8,0,0,0
Sb,K,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Sb,Ca,5,0,0,16,1,0,1,2,1,0,2,1,0,16,1,0,2,5,0,1,0,4,0,0,16,0,0,0,0,0
Sb,Ti,2,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0
Sb,V,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0
Sb,Mn,2,2,0,16,0,0,2,1,6,0,11,0,0,2,1,0,27,3,0,1,1,7,0,5,27,0,7,0,0,0
Sb,Fe,6,0,0,18,0,0,2,1,2,0,15,0,0,5,1,0,3,33,1,4,1,3,1,5,33,0,7,1,0,0
Sb,Ni,2,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,1,14,3,0,1,0,0,14,0,1,1,0,0
Sb,Cu,5,0,0,6,0,1,0,3,0,0,42,3,0,1,1,1,1,4,3,57,4,5,10,12,57,0,14,1,0,0
Sb,Zn,3,0,0,5,0,0,1,1,1,0,4,0,0,0,0,0,1,1,0,4,10,1,1,3,10,0,1,0,0,0
Sb,As,9,0,0,14,0,1,0,0,1,0,43,1,1,4,1,0,7,3,1,5,1,59,0,15,59,0,27,1,0,0
Sb,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,0,13,2,13,0,0,0,0,0
Sb,Ag,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,0,5,5,0,12,3,15,2,64,64,0,33,5,0,0
Sb,Sb,32,2,0,91,1,6,6,8,8,0,175,11,2,16,3,3,27,33,14,57,10,59,13,64,290,0,93,10,0,0
Sb,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,Pb,4,0,0,14,0,0,0,1,0,0,85,8,0,0,0,1,7,7,1,14,1,27,0,33,93,0,93,5,0,0
Sb,Bi,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,1,0,5,10,0,5,10,0,0
Sb,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,H,134,4,12,134,16,42,11,34,76,32,5,9,8,18,36,11,21,32,0,1,2,9,1,0,0,134,2,0,13,11
Ba,B,4,14,0,14,3,4,0,0,14,1,0,3,1,5,4,1,1,1,0,0,0,0,0,0,0,14,0,0,0,2
Ba,C,12,0,30,30,13,9,2,5,8,3,1,3,0,9,1,1,0,3,0,0,0,0,0,0,0,30,0,0,0,10
Ba,O,134,14,30,233,42,61,18,40,133,46,10,17,10,37,60,21,28,48,0,4,3,11,1,0,0,233,2,0,13,23
Ba,F,16,3,13,42,46,19,5,8,24,14,1,3,1,12,14,3,3,7,0,0,1,1,0,0,0,46,0,0,0,13
Ba,Na,42,4,9,61,19,62,4,7,43,12,2,2,8,8,36,0,8,14,0,0,2,0,0,0,0,62,0,0,0,15
Ba,Mg,11,0,2,18,5,4,19,6,7,5,0,0,2,3,4,0,1,3,0,0,0,0,0,0,0,19,0,0,0,1
Ba,Al,34,0,5,40,8,7,6,42,22,12,2,3,1,8,1,1,1,6,0,0,0,3,0,0,0,42,0,0,0,0
Ba,Si,76,14,8,133,24,43,7,22,133,10,6,13,10,23,51,9,18,29,0,3,3,0,0,0,0,133,1,0,1,11
Ba,P,32,1,3,46,14,12,5,12,10,46,0,2,0,12,5,3,5,8,0,0,0,0,0,0,0,46,0,0,3,2
Ba,S,5,0,1,10,1,2,0,2,6,0,12,1,0,4,1,0,1,3,0,1,0,1,0,0,0,12,0,0,0,1
Ba,Cl,9,3,3,17,3,2,0,3,13,2,1,18,0,3,3,1,3,5,0,0,0,1,0,0,0,18,1,0,0,2
Ba,K,8,1,0,10,1,8,2,1,10,0,0,0,10,1,8,0,3,2,0,0,0,0,0,0,0,10,0,0,0,1
Ba,Ca,18,5,9,37,12,8,3,8,23,12,4,3,1,38,5,2,4,7,0,0,0,1,0,0,0,38,1,0,1,1
Ba,Ti,36,4,1,60,14,36,4,1,51,5,1,3,8,5,60,3,8,18,0,0,2,1,0,0,0,60,0,0,0,7
Ba,V,11,1,1,21,3,0,0,1,9,3,0,1,0,2,3,21,2,2,0,1,0,1,0,0,0,21,0,0,1,0
Ba,Mn,21,1,0,28,3,8,1,1,18,5,1,3,3,4,8,2,28,6,0,0,0,1,0,0,0,28,1,0,0,1
Ba,Fe,32,1,3,48,7,14,3,6,29,8,3,5,2,7,18,2,6,49,0,0,0,3,0,0,0,49,2,0,1,4
Ba,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Cu,1,0,0,4,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0
Ba,Zn,2,0,0,3,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2
Ba,As,9,0,0,11,1,0,0,3,0,0,1,1,0,1,1,1,1,3,0,0,0,11,0,0,0,11,0,0,2,0
Ba,Se,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Ba,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Ba,134,14,30,233,46,62,19,42,133,46,12,18,10,38,60,21,28,49,0,5,3,11,1,0,0,239,2,0,13,23
Ba,Pb,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0
Ba,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,U,13,0,0,13,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,13,1,0,13,0
Ba,REE,11,2,10,23,13,15,1,0,11,2,1,2,1,1,7,0,1,4,0,0,2,0,0,0,0,23,0,0,0,23
Pb,H,230,5,28,229,6,3,7,27,33,27,54,39,3,13,1,14,19,36,1,59,26,48,8,2,4,2,230,4,28,3
Pb,B,5,6,3,6,2,0,2,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
Pb,C,28,3,35,35,1,2,4,4,8,0,8,7,0,1,0,0,2,1,0,5,0,0,0,0,0,0,35,0,1,3
Pb,O,229,6,35,358,13,6,7,29,50,33,76,82,6,23,5,23,31,54,1,70,34,62,14,3,14,2,358,5,32,4
Pb,F,6,2,1,13,19,0,1,4,2,2,3,8,0,4,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0
Pb,Na,3,0,2,6,0,6,0,1,0,1,1,2,0,2,0,0,0,1,0,1,0,2,0,0,0,0,6,0,0,0
Pb,Mg,7,2,4,7,1,0,7,0,4,0,1,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,7,0,0,0
Pb,Al,27,0,4,29,4,1,0,31,12,5,8,4,0,8,0,1,2,5,0,5,0,4,0,0,1,0,31,0,1,0
Pb,Si,33,3,8,50,2,0,4,12,50,0,7,9,0,15,0,0,8,10,0,7,5,2,0,0,0,1,50,0,2,0
Pb,P,27,0,0,33,2,1,0,5,0,33,3,2,0,3,0,2,1,9,0,5,5,3,0,0,0,0,33,1,7,0
Pb,S,54,0,8,76,3,1,1,8,7,3,257,19,2,2,0,1,10,15,2,73,10,60,5,57,85,0,257,63,0,0
Pb,Cl,39,3,7,82,8,2,2,4,9,2,19,99,4,4,0,5,4,6,0,21,2,16,4,3,8,1,99,2,0,0
Pb,K,3,0,0,6,0,0,0,0,0,0,2,4,8,0,0,0,0,0,0,3,1,0,1,1,0,0,8,0,2,0
Pb,Ca,13,1,1,23,4,2,1,8,15,3,2,4,0,25,0,1,4,4,0,1,1,3,1,0,0,1,25,0,0,0
Pb,Ti,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,1,0,0,0,0,0,5,0,1,1
Pb,V,14,0,0,23,0,0,0,1,0,2,1,5,0,1,0,24,4,5,0,2,2,1,0,0,1,0,24,1,1,0
Pb,Mn,19,1,2,31,0,0,2,2,8,1,10,4,0,4,2,4,38,9,0,0,3,7,0,4,7,1,38,0,0,0
Pb,Fe,36,0,1,54,0,1,1,5,10,9,15,6,0,4,3,5,9,63,0,5,4,14,0,2,7,2,63,1,3,1
Pb,Ni,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,0,0
Pb,Cu,59,0,5,70,0,1,0,5,7,5,73,21,3,1,0,2,0,5,0,128,5,18,16,14,14,0,128,39,1,1
Pb,Zn,26,0,0,34,0,0,0,0,5,5,10,2,1,1,1,2,3,4,0,5,34,12,1,1,1,0,34,0,0,0
Pb,As,48,0,0,62,0,2,1,4,2,3,60,16,0,3,0,1,7,14,1,18,12,117,0,19,27,0,117,3,4,0
Pb,Se,8,0,0,14,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,16,1,0,25,2,0,0,25,10,2,0
Pb,Ag,2,0,0,3,1,0,0,0,0,0,57,3,1,0,0,0,4,2,0,14,1,19,2,63,33,0,63,21,0,0
Pb,Sb,4,0,0,14,0,0,0,1,0,0,85,8,0,0,0,1,7,7,1,14,1,27,0,33,93,0,93,5,0,0
Pb,Ba,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0
Pb,Pb,230,6,35,358,19,6,7,31,50,33,257,99,8,25,5,24,38,63,3,128,34,117,25,63,93,2,577,77,32,4
Pb,Bi,4,0,0,5,0,0,0,0,0,1,63,2,0,0,0,1,0,1,0,39,0,3,10,21,5,0,77,77,2,0
Pb,U,28,0,1,32,0,0,0,1,2,7,0,0,2,0,1,1,0,3,0,1,0,4,2,0,0,1,32,2,32,0
Pb,REE,3,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,4
